motif_archetype	calderon_celltype	analysis_set	n_total	n_high	n_low	n_overlap	n_high_overlap	n_high_not_overlap	n_low_overlap	n_low_not_overlap	firth_status	converged	iterations	coefficient	standard_error	p_value	odds_ratio	ci_lower_95	ci_upper_95	log_likelihood_penalized	warning_text	model_context	analysis_version	pooling_strategy	global_fdr	cell_fdr
TCF_LEF	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.19529507745761		0.0776928292558637	66.373313956729	0.477832858628338	836.37852819598	-1043.14599548841		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
TEAD	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.26735748849751		0.0768202638880328	71.332888367643	0.486662892022427	1352.15147197639	-1043.49255592169		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
TFAP2_1	Naive_Tregs	strict_primary	77299	144	77155	13	0	144	13	77142	firth_fit_ok	True	10.0	2.13816112237664		0.268121320656988	8.48382256471541	0.0649906287508088	70.4594009387722	-1042.21063872927		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.372008196271279	0.304988002247324
TFAP2_2	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	3.23567437315732		0.138595798573711	25.423510932444	0.185257291192451	271.611762253303	-1042.79952557883		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.275420528029836	0.225767399883287
TFCP2	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	1.99365359816435		0.317271496354632	7.34231066927729	0.0488523596545066	147.179824724382	-1043.14618168282		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.419967270174684	0.343710787717518
THAP1	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.11673410658487		0.0467773651819252	166.789761573163	1.11953505951772	3292.51312849716	-1043.49264557059		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
YY1	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.7509218676759		0.10103293034043	42.5602988847145	0.309881126813958	484.563652538637	-1042.94345309581		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.195616950233599
ZBED1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZBTB14	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZBTB48	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.9636987441787		0.0507822690295843	143.122190465248	0.974078681393496	2729.40287286337	-1043.49255116529		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZBTB49	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZBTB6	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.59083920996708		0.0633574892188971	98.5771223626466	0.671184345614548	1877.99077278037	-1043.49255821415		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZBTB7A	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.28428966798291		0.0759576168220766	72.5509931185518	0.495891364310883	1368.8975194809	-1043.4925505515		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZFN121	Naive_Tregs	strict_primary	77299	144	77155	21	0	144	21	77134	firth_fit_ok	True	10.0	2.13022167032784		0.266233231749741	8.41673234448398	0.0658801595183849	62.464837307037	-1041.9705496142		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.370956552825816	0.304744957097188
ZFX	Naive_Tregs	strict_primary	77299	144	77155	15	0	144	15	77140	firth_fit_ok	True	10.0	1.6552484843965		0.364673885577857	5.23438042245469	0.0401149184465544	43.1687124748749	-1042.13920979157		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.45972672793399	0.379260841000971
ZIC	Naive_Tregs	strict_primary	77299	144	77155	7	1	143	6	77149	firth_fit_ok	True	10.0	3.7474131208709		0.0051791433099093	42.4112272522289	4.16714234339891	225.815870096747	-1042.51977364311		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZIC_2	Naive_Tregs	strict_primary	77299	144	77155	13	0	144	13	77142	firth_fit_ok	True	11.0	2.10679694805675		0.280242547999184	8.22186400580021	0.0602690080017033	77.8172857768873	-1042.21033305914		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.382010844562573	0.312908857275163
ZIM3	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.4462189541127		0.0382112302900213	231.87975829796	1.5801239422024	4408.30657837662	-1043.49254210434		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZKSCAN1	Naive_Tregs	strict_primary	77299	144	77155	4	0	144	4	77151	firth_fit_ok	True	10.0	3.93396711438082		0.0895008613085028	51.1093325895661	0.378265309651781	514.812121858014	-1042.79942236222		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.18489707378736
ZNF134	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	11.0	1.91504532384406		0.331866599890365	6.78724641412611	0.045531353525404	154.383228730228	-1042.94332032919		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.430229123053746	0.353055493491994
ZNF136	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.81696088526678		0.0552532015453448	123.588918550845	0.844753845626531	2331.78422282678	-1043.4925382085		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF140	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	4.01196141726271		0.0860384004344943	55.255142736114	0.403641048836368	623.491226976568	-1042.94355669749		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF143_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF143_2	Naive_Tregs	strict_primary	77299	144	77155	15	0	144	15	77140	firth_fit_ok	True	10.0	2.44340129251951		0.219268578546435	11.5121303503593	0.0893385731531074	89.3856394559674	-1042.13884939178		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.332136540104305	0.272058943526112
ZNF146	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF232	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF24	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	5.22346727553111		0.0418797419690126	185.576514767222	1.35101123265313	2068.88994487506	-1042.94333211478		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF250	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF257	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.35911098698118		0.0401529890221191	212.535915240778	1.45178917713518	4016.41726339733	-1043.49253256248		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF274	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.69964158588713		0.0592126132275058	109.907772894947	0.751887383419251	2069.20606835003	-1043.49253711037		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF28	Naive_Tregs	strict_primary	77299	144	77155	8	0	144	8	77147	firth_fit_ok	True	10.0	3.49063462002615		0.115488888581775	32.8067609287678	0.249311570295064	286.392913343343	-1042.45292131457		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256929107238217	0.205407074202905
ZNF282	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.34787313755204		0.0405256754112016	210.160838997122	1.42909334068661	4016.42353383677	-1043.49256662075		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF306	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF317	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.22545190162154		0.043571370121172	185.945180470982	1.26307888265278	3563.30223746748	-1043.49256253413		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF320	Naive_Tregs	strict_primary	77299	144	77155	11	0	144	11	77144	firth_fit_ok	True	10.0	2.20904346490979		0.256173526137744	9.10700105936375	0.0698300250418157	75.4858614793737	-1042.2939873288		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.366066146725242	0.298869113827368
ZNF324	Naive_Tregs	strict_primary	77299	144	77155	7	0	144	7	77148	firth_fit_ok	True	10.0	2.61994332652901		0.201742855909077	13.7349451560042	0.1015637546758	132.636995719509	-1042.51987901377		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.322225095031269	0.260405672166326
ZNF329	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	5.05713494450498		0.0481874013086734	157.139656925618	1.06453524222985	3031.42232546067	-1043.49259375532		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF331	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	3.01089742212703		0.162798225626604	20.305614458674	0.142718998584645	277.623132931345	-1043.14606183661		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.291414617402782	0.229878956959106
ZNF332	Naive_Tregs	strict_primary	77299	144	77155	12	0	144	12	77143	firth_fit_ok	True	10.0	1.62578082348157		0.372851786917663	5.08238593453533	0.0386927657237156	43.4750170607334	-1042.25056358707		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.465557391204129	0.385562643289856
ZNF335	Naive_Tregs	strict_primary	77299	144	77155	12	0	144	12	77143	firth_fit_ok	True	10.0	2.39370162055843		0.228446351469244	10.9539664172444	0.0836153765626151	92.2759359541064	-1042.25056983248		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.340974821332432	0.277181573116016
ZNF354	Naive_Tregs	strict_primary	77299	144	77155	15	0	144	15	77140	firth_fit_ok	True	10.0	2.84877238346355		0.170006231112154	17.2665720950824	0.133800933788234	135.240954375944	-1042.13869181756		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.297695275210512	0.233247067152487
ZNF382	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.59826250636843		0.0631403250001679	99.3116123559427	0.67505203185269	1899.97854972646	-1043.49257201767		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF384_1	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF384_2	Naive_Tregs	strict_primary	77299	144	77155	13	2	142	11	77144	firth_fit_ok	True	10.0	4.9202605612065		1.39789404669521e-05	137.038315403758	25.5555505764271	496.854830694806	-1042.21025468683		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.0070314070548769	0.0025441671649852
ZNF41	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF410	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF418	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF423	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	3.66150687326026		0.111285939201741	38.9199461325177	0.264175173448104	747.229883624718	-1043.49259171343		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
ZNF431	Naive_Tregs	strict_primary	77299	144	77155	1	0	144	1	77154	firth_fit_ok	True	10.0	4.22212991433223		0.0789686642126284	68.1785442104423	0.464873137233599	1294.24837950763	-1043.49255989938		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF435	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF436	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.62903613742974		0.108270519668955	37.6764841573871	0.276760105712771	405.941370064984	-1042.94328392599		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
ZNF449	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.60637523223745		0.109777466099424	36.8323020125143	0.270585391709301	398.008222085018	-1042.94327437085		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
ZNF490	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	4.81407459604735		0.0540699617637155	123.232719481639	0.876190079381332	1616.06059480629	-1043.14597550067		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.253805468428383	0.18438775413478
ZNF524	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	3.86812213975629		0.0947296223163032	47.8524414581564	0.344386132142993	601.501150601557	-1043.14602527291		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.189459244632606
ZNF528	Naive_Tregs	strict_primary	77299	144	77155	3	0	144	3	77152	firth_fit_ok	True	10.0	3.92293598944113		0.0904167009179947	50.548637391284	0.371949548194924	542.002707591106	-1042.94327899921		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.18489707378736
ZNF53	Naive_Tregs	strict_primary	77299	144	77155	8	0	144	8	77147	firth_fit_ok	True	11.0	1.30753708005403		0.477936004315309	3.69705693460637	0.0253720830697	52.9112309538783	-1042.45305066712		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.557776821741532	0.480576534725891
ZNF547	Naive_Tregs	strict_primary	77299	144	77155	2	0	144	2	77153	firth_fit_ok	True	10.0	3.61133688529361		0.110945251991978	37.0155052359353	0.26582383734989	470.471192589007	-1043.14605154299		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.256460390795695	0.200535058759573
ZNF549	Naive_Tregs	strict_primary	77299	144	77155	0	0	144	0	77155	skip_motif_no_variation	False										Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed		
ZNF554	Naive_Tregs	strict_primary	77299	144	77155	6	0	144	6	77149	firth_fit_ok	True	10.0	2.94994381540695		0.16419925497079	19.104880298152	0.141093699707431	185.328781342869	-1042.5967969238		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.29184531890568	0.229878956959106
ZNF563	Naive_Tregs	strict_primary	77299	144	77155	5	0	144	5	77150	firth_fit_ok	True	10.0	3.11510481515886		0.146858932634089	22.5357923223597	0.168924716276834	212.658411098492	-1042.68807526023		Naive_Tregs	corrected_consensus_pool	compatible_sources_consensus_discordant_removed	0.281946729446362	0.228447228541916
